id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean
2248402,L_6115143967779,+1 514-396-7779,Chez Bong,,,"1021 Boul. Saint-Laurent, Montréal, QC H2Z 1J4, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115143967779,landline,0.2,1,Level 2,3,True,True,True,False,
2248403,L_6115146242002,+1 514-624-2002,Mon Ami Korean Bbq West Island,,,"4337 Boul. Saint-Jean, Dollard-des-Ormeaux, QC H9H 2A4, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6115146242002,landline,0.2,1,Level 2,3,True,True,True,False,
2248404,L_6114383877766,+1 438-387-7766,Kimgalbi,,,"2100 Rue St Mathieu, Montréal, QC H3H 2J4, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6114383877766,landline,0.2,1,Level 2,3,True,True,True,False,
2248405,L_6115144289000,+1 514-428-9000,Corrilla,,,"3697 Saint-Charles Blvd, Kirkland, Quebec H9H 4M2, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115144289000,landline,0.2,1,Level 2,3,True,True,True,False,
2248406,L_6115148469696,+1 514-846-9696,Pony Bbq Coréen,,,"1608 Saint-Catherine St W, Montreal, Quebec H3H 2S7, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115148469696,landline,0.2,1,Level 2,3,True,True,True,False,
2248407,L_6115145442884,+1 514-544-2884,Atti Restaurant Cuisine Coréenne,,,"505 Blvd. De Maisonneuve Ouest, Montreal, Quebec H3A 2E1, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115145442884,landline,0.2,1,Level 2,3,True,True,True,False,
2248408,L_6115143794930,+1 514-379-4930,Restaurant Petit Seoul,,,"5245 Boul. Saint-Laurent, Montréal, QC H2T 1S4, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115143794930,landline,0.2,1,Level 2,3,True,True,True,False,
2248409,L_6115147449912,+1 514-744-9912,Mon Ami St-Laurent,,,"747 Bd Décarie, Montréal, QC H4L 3R5, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6115147449912,landline,0.2,1,Level 2,3,True,True,True,False,
2248410,L_6115148781111,+1 514-878-1111,Daldongnae Korean Bbq - Mtl Bishop,,,"1216 Bishop St, Montreal, Quebec H3G 2E3, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115148781111,landline,0.2,1,Level 2,3,True,True,True,False,
2248411,L_6115144827682,+1 514-482-7682,Restaurant De Chou,,,"6707 Sherbrooke St W, Montreal, Quebec H4B 1P3, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115144827682,landline,0.2,1,Level 2,3,True,True,True,False,
2248412,L_6115148422703,+1 514-842-2703,Resto Seoul,,,"4287 R. Saint-Denis, Montréal, QC H2J 2K9, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115148422703,landline,0.2,1,Level 2,3,True,True,True,False,
2248413,L_6115146245555,+1 514-624-5555,Coq Au Miel,,,"4824 Boul. Saint-Jean, Pierrefonds - Roxboro, QC H9H 5H5, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115146245555,landline,0.2,1,Level 2,3,True,True,True,False,
2248414,L_6115149327565,+1 514-932-7565,Sam Cha,,,"2176 A Saint-Catherine St, Montreal, Quebec H3H 1M6, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115149327565,landline,0.2,1,Level 2,3,True,True,True,False,
2248415,L_6115149258880,+1 514-925-8880,Daldongnae Korean Bbq,,,"1850 Saint-Catherine St W, Montreal, Quebec H3H 1M1, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6115149258880,landline,0.2,1,Level 2,3,True,True,True,False,
2248416,L_6114383333335,+1 438-333-3335,Opiano,,,"1115 Sherbrooke St W, Montreal, Quebec H3A 1W8, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6114383333335,landline,0.2,1,Level 2,3,True,True,True,False,
2248417,L_6115148443178,+1 514-844-3178,Laon,,,"3490 du parc, Montreal, Quebec H2X 2H5, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115148443178,landline,0.2,1,Level 2,3,True,True,True,False,
2248418,L_6115149345500,+1 514-934-5500,Cocodak,,,"2081 Saint-Catherine St W, Montreal, Quebec H3H 1M6, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115149345500,landline,0.2,1,Level 2,3,True,True,True,False,
2248419,L_6115144244374,+1 514-424-4374,Chimaek Gana,,,"2080 Rue St Mathieu, Montréal, QC H3H 2J4, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115144244374,landline,0.2,1,Level 2,3,True,True,True,False,
2248420,L_6115144893686,+1 514-489-3686,Restaurant La Maison De Seoul,,,"470 Av. Lafleur, LaSalle, QC H8R 3H9, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115144893686,landline,0.2,1,Level 2,3,True,True,True,False,
2248421,L_6115147696287,+1 514-769-6287,Chungchun Kogo Coreen + Monthe,,,"2864 Rue de Salaberry, Montréal, QC H3M 1L3, Canada",F&B,Quick-Service / Takeaway,Fast food restaurant,False,6115147696287,landline,0.2,1,Level 2,3,True,True,True,False,
2248422,L_6114383871940,+1 438-387-1940,Chez Lee,,,"3537 Queen Mary Rd, Montreal, Quebec H3V 1H8, Canada",F&B,Dine-in Restaurant,Restaurant,False,6114383871940,landline,0.2,1,Level 2,3,True,True,True,False,
2248423,L_6115147320000,+1 514-732-0000,Moa Moa,,,"4424 Wellington St, Verdun, Quebec H4G 1W5, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115147320000,landline,0.2,1,Level 2,3,True,True,True,False,
2248424,L_6115144392580,+1 514-439-2580,Monami,,,"6290 Av. Somerled, Montréal, QC H3X 2B6, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115144392580,landline,0.2,1,Level 2,3,True,True,True,False,
2248425,L_6115142706556,+1 514-270-6556,Ganadara (Beaubien),,,"67 Rue Beaubien E, Montréal, QC H2S 1R1, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115142706556,landline,0.2,1,Level 2,3,True,True,True,False,
2248426,L_6115147659090,+1 514-765-9090,Mon Ami Korean Bbq Verdun,,,"3629 Wellington St, Verdun, Quebec H4G 1T9, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6115147659090,landline,0.2,1,Level 2,3,True,True,True,False,
2248427,L_6115144871712,+1 514-487-1712,Hwang Kum,,,"5908 Sherbrooke St W, Montreal, Quebec H4A 1X7, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115144871712,landline,0.2,1,Level 2,3,True,True,True,False,
2248428,L_6115148426888,+1 514-842-6888,Ganadara - Old Montreal,,,"29 R. Notre Dame O, Montréal, QC H2Y 1S5, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115148426888,landline,0.2,1,Level 2,3,True,True,True,False,
2248429,L_6114506883152,+1 450-688-3152,"Kiyomi Centropolis, Salles Privées, Karaoke, Reception",,,"145 Prom. Du Centropolis, Laval, QC H7T 0B3, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6114506883152,landline,0.2,1,Level 2,3,True,True,True,False,
2248430,L_6114504430838,+1 450-443-0838,Mon Ami Coréen Solar Uniquartier,,,"325 Av. de l'Equinoxe, Brossard, QC J4Z 0P7, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6114504430838,landline,0.2,1,Level 2,3,True,True,True,False,
2248431,L_6115142253001,+1 514-225-3001,Joah Joah C.K,,,"5111 Park Ave, Montreal, Quebec H2V 4G3, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115142253001,landline,0.2,1,Level 2,3,True,True,True,False,
2248432,L_6115145433969,+1 514-543-3969,Comon 꼬몽 (Verdun),,,"3969 Blvd. LaSalle, Verdun, Quebec H4G 2A1, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115145433969,landline,0.2,1,Level 2,3,True,True,True,False,
2248433,L_6115149358344,+1 514-935-8344,Chez Bong,,,"1236 Mackay St, Montreal, Quebec H3G 2H4, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115149358344,landline,0.2,1,Level 2,3,True,True,True,True,
2248434,L_6115147003010,+1 514-700-3010,Les Saisons De Corée,,,"1184 Bishop St, Montreal, Quebec H3G 2E3, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115147003010,landline,0.2,1,Level 2,3,True,True,True,False,
2248435,L_6115143796988,+1 514-379-6988,La Belle Corée,,,"101 Av. Fairmount O, Montréal, QC H2T 2M4, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115143796988,landline,0.2,1,Level 2,3,True,True,True,False,
2248436,L_6114506724888,+1 450-672-4888,Kimpo Bbq Coréen & Sushi (Brossard),,,"7800 Taschereau Blvd Local 115B, Brossard, Quebec J4X 1V7, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6114506724888,landline,0.2,1,Level 2,3,True,True,True,False,
2248437,L_6115143775029,+1 514-377-5029,Cafe Kokiri - Bubble Tea And Korean Food,,,"5572 Monkland Ave, Montreal, Quebec H4A 1C9, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115143775029,landline,0.2,1,Level 2,3,True,True,True,False,
2248438,L_6114383821665,+1 438-382-1665,Katsuya Montréal,,,"1665 Blvd. De Maisonneuve Ouest, Montreal, Quebec H3H 1J6, Canada",F&B,Dine-in Restaurant,Asian restaurant,False,6114383821665,landline,0.2,1,Level 2,3,True,True,True,False,
2248439,L_6114383808122,+1 438-380-8122,Allo Daisy,,,"912 Boul. de Maisonneuve E, Montréal, QC H2L 1Z1, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6114383808122,landline,0.2,1,Level 2,3,True,True,True,False,
2248440,L_6115143791183,+1 514-379-1183,Omma,,,"51 Rue Ontario O, Montréal, QC H2X 1Y8, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115143791183,landline,0.2,1,Level 2,3,True,True,True,False,
2248441,L_6115144897565,+1 514-489-7565,Le Petit Tokebi,,,"5737 Monkland Ave, Montreal, Quebec H4A 1E7, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115144897565,landline,0.2,1,Level 2,3,True,True,True,False,
2248442,L_6114383857333,+1 438-385-7333,Restaurant Bok,,,"5461 Sherbrooke St W, Montreal, Quebec H4A 1W1, Canada",F&B,Dine-in Restaurant,Restaurant,False,6114383857333,landline,0.2,1,Level 2,3,True,True,True,False,
2248443,L_6115148003019,+1 514-800-3019,Les Crazy Chickens,,,"3532 R. Notre Dame O, Montréal, QC H4C 1P4, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115148003019,landline,0.2,1,Level 2,3,True,True,True,False,
2248444,L_6114502010555,+1 450-201-0555,Resto La Petite Corée Bbq Coréen À Volonté,,,"137 Bd Maple, Châteauguay, QC J6J 3R1, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6114502010555,landline,0.2,1,Level 2,3,True,True,True,False,
2248445,L_6115143980098,+1 514-398-0098,Chungchun Kogo Coreen,,,"1418 Rue Pierce, Montréal, QC H3H 2K2, Canada",F&B,Quick-Service / Takeaway,Fast food restaurant,False,6115143980098,landline,0.2,1,Level 2,3,True,True,True,False,
2248446,L_6115145085672,+1 514-508-5672,Kosa Restaurant (Cuisine Coréenne),,,"6710 Rue Saint-Jacques, Montréal, QC H4B 1V8, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115145085672,landline,0.2,1,Level 2,3,True,True,True,False,
2248447,L_6115148783388,+1 514-878-3388,Kalbi Bbq,,,"1017 Boul. Saint-Laurent, Montréal, QC H2Z 1J4, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6115148783388,landline,0.2,1,Level 2,3,True,True,True,False,
2248448,L_6115147383500,+1 514-738-3500,Mon Ami Express Cdn,,,"5895A Av. Victoria, Montréal, QC H3W 2R6, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115147383500,landline,0.2,1,Level 2,3,True,True,True,False,
2248449,L_6115145083665,+1 514-508-3665,Dawa Chicken Restaurant (Ndg),,,"6135 Sherbrooke St W, Montreal, Quebec H4A 1Y3, Canada",F&B,Quick-Service / Takeaway,Fried chicken takeaway,False,6115145083665,landline,0.2,1,Level 2,3,True,True,True,False,
2248450,L_6115146938988,+1 514-693-8988,Hoshi Bbq Coréen & Sushi,,,"48-D Brunswick Blvd, Pointe-Claire, Quebec H9R 4W3, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115146938988,landline,0.2,1,Level 2,3,True,True,True,False,
2248451,L_6115148789889,+1 514-878-9889,Kim Chi - Délice Coréen,,,"895 Rue De la Gauchetière O Ouest, Montreal, Quebec H3G 4G1, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115148789889,landline,0.2,1,Level 2,3,True,True,True,True,
2248452,L_6115149381188,+1 514-938-1188,Sota,,,"1825 Saint-Catherine St W, Montreal, Quebec H3H 1M2, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6115149381188,landline,0.2,1,Level 2,3,True,True,True,False,
2248453,L_6115144211466,+1 514-421-1466,Chicken Plus Ddo,,,"3339F Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 3L7, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115144211466,landline,0.2,1,Level 2,3,True,True,True,False,
2248454,L_6115142427481,+1 514-242-7481,Bols Bols,,,"4145 Blvd. LaSalle, Verdun, Quebec H4G 2A6, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115142427481,landline,0.2,1,Level 2,3,True,True,True,False,
2248455,L_6114506386788,+1 450-638-6788,Mon Ami Korean Bbq Delson,,,"66 QC-132 Local 190, Delson, QC J5B 0A1, Canada",F&B,Dine-in Restaurant,Restaurant,False,6114506386788,landline,0.2,1,Level 2,3,True,True,True,False,
2248456,L_6115795252255,+1 579-525-2255,Restaurant Kupkao Thaï,,,"16A Rue Turgeon, Sainte-Thérèse, QC J7E 3H3, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115795252255,landline,0.2,1,Level 2,3,True,True,True,False,
2248457,L_6116132305586,+1 613-230-5586,주막오타와 한식당_치킨 -Jumak Korean Kitchen And Pub,,,"151c Second Ave, Ottawa, ON K1S 2H6, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6116132305586,landline,0.2,1,Level 2,3,True,True,True,False,
2248458,L_6115142727112,+1 514-272-7112,Restaurant Makoto,,,"7112 Boul. Saint-Laurent, Montréal, QC H2S 3E2, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6115142727112,landline,0.2,1,Level 2,3,True,True,True,False,
2248459,L_6115148668808,+1 514-866-8808,Gyu-Kaku Japanese Bbq,,,"1255 Crescent St, Montreal, Quebec H3G 1P6, Canada",F&B,Dine-in Restaurant,Japanese restaurant,False,6115148668808,landline,0.2,1,Level 2,3,True,True,True,False,
2248460,L_6114504454445,+1 450-445-4445,Mon Ami Brossard,,,"5455 Grande Allée, Brossard, QC J4Z 3H1, Canada",F&B,Dine-in Restaurant,Korean restaurant,False,6114504454445,landline,0.2,1,Level 2,3,True,True,True,False,
2248461,L_6115142238406,+1 514-223-8406,Misoya,,,"406 Av. Lafleur, LaSalle, QC H8R 3H5, Canada",F&B,Dine-in Restaurant,Sushi restaurant,False,6115142238406,landline,0.2,1,Level 2,3,True,True,True,False,
2248462,L_6115149397474,+1 514-939-7474,Sushiyo,,,"666 Sherbrooke St W Étage 0, Montreal, Quebec H3A 1E7, Canada",F&B,Dine-in Restaurant,Sushi restaurant,False,6115149397474,landline,0.2,1,Level 2,3,True,True,True,False,
2248463,L_6114508571588,+1 450-857-1588,Kimpo Korean Bbq Boucherville,,,"500 Rue D'Avaugour #1800, Boucherville, Quebec J4B 0G6, Canada",F&B,Dine-in Restaurant,Korean barbecue restaurant,False,6114508571588,landline,0.2,1,Level 2,3,True,True,True,False,
2248464,L_6116135624801,+1 613-562-4801,Daldongnae Korean Bbq - Byward Market,,,"25 York St, Ottawa, ON K1N 5S7, Canada",F&B,Dine-in Restaurant,Restaurant,False,6116135624801,landline,0.2,1,Level 2,3,True,True,True,False,
2248465,L_6115142844144,+1 514-284-4144,Khao Soi Restaurant Thai,,,"4581 Park Ave, Montreal, Quebec H2V 4E4, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115142844144,landline,0.2,1,Level 2,3,True,True,True,False,
2248466,L_6115148434448,+1 514-843-4448,Siwalee Cuisine Thailandaise,,,"3964a R. Saint-Denis, Montréal, QC H2W 2M2, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115148434448,landline,0.2,1,Level 2,3,True,True,True,False,
2248467,L_6114506883033,+1 450-688-3033,Sukho Thai Centropolis,,,"145 Prom. Du Centropolis, Laval, QC H7T 0B3, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114506883033,landline,0.2,1,Level 2,3,True,True,True,False,
2248468,L_6114506867000,+1 450-686-7000,Miss Pho Laval,,,"600 Rue Lucien-Paiement Suite #115, Laval, Quebec H7N 0A5, Canada",F&B,Dine-in Restaurant,Restaurant,False,6114506867000,landline,0.2,1,Level 2,3,True,True,True,False,
2248469,L_6115145048424,+1 514-504-8424,Le Gout Thaï,,,"10660 Pie-IX Blvd, Montréal-Nord, Quebec H1H 4A6, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115145048424,landline,0.2,1,Level 2,3,True,True,True,False,
2248470,L_6114388899185,+1 438-889-9185,Mai Thai Cuisine Mtl,,,"1743 R. Saint-Denis, Montréal, QC H2X 3K4, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114388899185,landline,0.2,1,Level 2,3,True,True,True,False,
2248471,L_6114506869212,+1 450-686-9212,Sesame - Laval,,,"1955 Rue Claude-Gagné, Laval, QC H7N 0G6, Canada",F&B,Dine-in Restaurant,Asian fusion restaurant,False,6114506869212,landline,0.2,1,Level 2,3,True,True,True,False,
2248472,L_6115148408887,+1 514-840-8887,Dek Sen Cuisine Thaïlandaise,,,"4621 R. Saint-Denis, Montréal, QC H2J 2L4, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115148408887,landline,0.2,1,Level 2,3,True,True,True,False,
2248473,L_6114383805728,+1 438-380-5728,Restaurant Tibum,,,"251 Rue Dante, Montréal, QC H2S 1K3, Canada",F&B,Dine-in Restaurant,Restaurant,False,6114383805728,landline,0.2,1,Level 2,3,True,True,True,False,
2248474,L_6115144191606,+1 514-419-1606,Pichai,,,"5985 Rue St-Hubert, Montréal, QC H2S 2L8, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115144191606,landline,0.2,1,Level 2,3,True,True,True,False,
2248475,L_6114383811888,+1 438-381-1888,Chai-Yo,,,"3603 R. Saint-Denis, Montréal, QC H2X 3L6, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114383811888,landline,0.2,1,Level 2,3,True,True,True,False,
2248476,L_6114387972580,+1 438-797-2580,Pamika,,,"4902 Boul. Saint-Laurent, Montréal, QC H2T 1R5, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114387972580,landline,0.2,1,Level 2,3,True,True,True,False,
2248477,L_6114506259555,+1 450-625-9555,Thai & Lao Spicy,,,"3155 Bd Dagenais O, Laval, QC H7P 1T8, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114506259555,landline,0.2,1,Level 2,3,True,True,True,False,
2248478,L_6115143037767,+1 514-303-7767,Thai Sep,,,"1900 Rue Jean-Talon E, Montréal, QC H2E 1T6, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115143037767,landline,0.2,1,Level 2,3,True,True,True,False,
2248479,L_6114506688808,+1 450-668-8808,Thai Express Restaurant Laval,,,"1677 Blvd. Saint-Martin O, Laval, QC H7S 1N2, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114506688808,landline,0.2,1,Level 2,3,True,True,True,True,
2248480,L_6115147396132,+1 514-739-6132,Restaurant Tuk Tuk,,,"5619A Chem. de la Côte-des-Neiges, Montréal, QC H3T 1Y8, Canada",F&B,Dine-in Restaurant,Cambodian restaurant,False,6115147396132,landline,0.2,1,Level 2,3,True,True,True,False,
2248481,L_6115147480567,+1 514-748-0567,Asie Moderne,,,"1676 Rue Poirier, Saint-Laurent, QC H4L 1J3, Canada",F&B,Dine-in Restaurant,Southeast Asian restaurant,False,6115147480567,landline,0.2,1,Level 2,3,True,True,True,False,
2248482,L_6115142716733,+1 514-271-6733,Restaurant Thaïlande,,,"88 Rue Bernard O, Montréal, QC H2T 2J8, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115142716733,landline,0.2,1,Level 2,3,True,True,True,False,
2248483,L_6115142992515,+1 514-299-2515,Khao San Resto Thaï,,,"1581 R. Saint-Denis, Montréal, QC H2X 3K3, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115142992515,landline,0.2,1,Level 2,3,True,True,True,False,
2248484,L_6114386035603,+1 438-603-5603,Garden Room - Mae Sri,,,"1445 Bishop St, Montreal, Quebec H3G 2E4, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114386035603,landline,0.2,1,Level 2,3,True,True,True,False,
2248485,L_6115142765888,+1 514-276-5888,Thammada,,,"1205 Bernard Ave, Outremont, Quebec H2V 1V5, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115142765888,landline,0.2,1,Level 2,3,True,True,True,False,
2248486,L_6114387978888,+1 438-797-8888,Mae Sri Comptoir Thai,,,"224 Rue Milton, Montréal, QC H2X 1V6, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114387978888,landline,0.2,1,Level 2,3,True,True,True,False,
2248487,L_6115143391188,+1 514-339-1188,Bistro Sawadika,,,"1800 Boulevard Cote Vertu Ouest, Saint-Laurent, Quebec H4L 2A6, Canada",F&B,Dine-in Restaurant,Restaurant,False,6115143391188,landline,0.2,1,Level 2,3,True,True,True,False,
2248488,L_6115147212888,+1 514-721-2888,Restaurant Phuket,,,"4673 Rue Jarry E, Saint-Léonard, QC H1R 1X6, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115147212888,landline,0.2,1,Level 2,3,True,True,True,False,
2248489,L_6114506892221,+1 450-689-2221,Basilic Vert,,,"15 Blvd. Samson, Laval, Quebec H7X 3S5, Canada",F&B,Dine-in Restaurant,Restaurant,False,6114506892221,landline,0.2,1,Level 2,3,True,True,True,False,
2248490,L_6115147332223,+1 514-733-2223,Restaurant Noraka,,,"4820 Rue Jean-Talon O, Montréal, QC H4P 1W9, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115147332223,landline,0.2,1,Level 2,3,True,True,True,False,
2248491,L_6115148490556,+1 514-849-0556,Cambo Thai,,,"1660 Rue Jarry E, Montréal, QC H2E 1B3, Canada",F&B,Dine-in Restaurant,Cambodian restaurant,False,6115148490556,landline,0.2,1,Level 2,3,True,True,True,False,
2248492,L_6114504928883,+1 450-492-8883,Au Just Thai,,,"1265 Bd des Seigneurs, Terrebonne, QC J6W 4P7, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114504928883,landline,0.2,1,Level 2,3,True,True,True,False,
2248493,L_6115143793024,+1 514-379-3024,Épicerie Pumpui,,,"83 Rue Saint-Zotique Est, Montréal, QC H2S 1K7, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115143793024,landline,0.2,1,Level 2,3,True,True,True,False,
2248494,L_6115143794844,+1 514-379-4844,Le Mēkong,,,"921 Mont-Royal Ave E, Montreal, Quebec H2J 1X3, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115143794844,landline,0.2,1,Level 2,3,True,True,True,False,
2248495,L_6114506811128,+1 450-681-1128,Thai Express Restaurant Laval,,,"1020 Boul Le Corbusier Quartier, Laval, Quebec H7N 0A8, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114506811128,landline,0.2,1,Level 2,3,True,True,True,True,
2248496,L_6115143696565,+1 514-369-6565,Pick Thai,,,"5221 Blvd. De Maisonneuve Ouest, Montreal, Quebec H4A 0A4, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115143696565,landline,0.2,1,Level 2,3,True,True,True,False,
2248497,L_6115148457287,+1 514-845-7287,Cup Mtl Thai Pub Thaïlandais,,,"404 Av. Duluth E, Montréal, QC H2L 1A3, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115148457287,landline,0.2,1,Level 2,3,True,True,True,False,
2248498,L_6114509810823,+1 450-981-0823,Soleil Inc,,,"199 Blvd. de la Concorde E, Laval, QC H7G 2C7, Canada",F&B,Dine-in Restaurant,Vietnamese restaurant,False,6114509810823,landline,0.2,1,Level 2,3,True,True,True,False,
2248499,L_6115148434194,+1 514-843-4194,Chuchai,,,"4088 R. Saint-Denis, Montréal, QC H2W 2M5, Canada",F&B,Dine-in Restaurant,Vegan restaurant,False,6115148434194,landline,0.2,1,Level 2,3,True,True,True,False,
2248500,L_6114383800655,+1 438-380-0655,Siam Centre-Ville,,,"1325 René-Lévesque Blvd W, Montreal, Quebec H3G 0A4, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114383800655,landline,0.2,1,Level 2,3,True,True,True,False,
2248501,L_6114506658800,+1 450-665-8800,Thai Express Restaurant La Concorde,,,"3019 Blvd. de la Concorde E, Laval, QC H7E 3N2, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114506658800,landline,0.2,1,Level 2,3,True,True,True,False,
2248502,L_6114506253333,+1 450-625-3333,Jardin Bangkok,,,"3105 Bd Dagenais O, Laval, QC H7P 1T8, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114506253333,landline,0.2,1,Level 2,3,True,True,True,False,
2248503,L_6115143887999,+1 514-388-7999,Thai Saigon,,,"8774 Rue Lajeunesse, Montréal, QC H2M 1R6, Canada",F&B,Dine-in Restaurant,Asian fusion restaurant,False,6115143887999,landline,0.2,1,Level 2,3,True,True,True,False,
2248504,L_6115145386628,+1 514-538-6628,Restaurant Emeraude De Bangkok,,,"413 Av. Bourke, Dorval, QC H9S 3W8, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115145386628,landline,0.2,1,Level 2,3,True,True,True,False,
2248505,L_6114503329378,+1 450-332-9378,Madame Thai Vieux-Longueuil,,,"361 Rue Saint-Charles O, Longueuil, QC J4H 1E7, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114503329378,landline,0.2,1,Level 2,3,True,True,True,False,
2248506,L_6114508188817,+1 450-818-8817,Phayathai,,,"744 Bd du Curé-Labelle, Blainville, QC J7C 2K3, Canada",F&B,Dine-in Restaurant,Restaurant,False,6114508188817,landline,0.2,1,Level 2,3,True,True,True,False,
2248507,L_6114505986648,+1 450-598-6648,Phat Hong,,,"360 Bd Arthur-Sauvé, Saint-Eustache, QC J7R 2J3, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114505986648,landline,0.2,1,Level 2,3,True,True,True,False,
2248508,L_6114504904447,+1 450-490-4447,Restaurant Nguyen,,,"87 Boulevard des Laurentides, Laval, Quebec H7G 2T2, Canada",F&B,Dine-in Restaurant,Vietnamese restaurant,False,6114504904447,landline,0.2,1,Level 2,3,True,True,True,False,
2248509,L_6115149518454,+1 514-951-8454,The Farsides,,,"690 R. Notre Dame O, Montréal, QC H3C 0S5, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6115149518454,landline,0.2,1,Level 2,3,True,True,True,False,
2248510,L_6114509678424,+1 450-967-8424,Thaïzone,,,"1899 Boulevard des Laurentides, Laval, Quebec H7M 1B9, Canada",F&B,Dine-in Restaurant,Thai restaurant,False,6114509678424,landline,0.2,1,Level 2,3,True,True,True,False,
